thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
253.0,259.0,116.05340720891999,7.6995656012026945,4,0.5619494863521719,11,15.232294437199608,10.654745891539623,wool,plain,dyed,powerloom,444879,3679,18.95898661985177,WH-C,Suresh,Night,36.80987278725354,76.99329535115942,Recheck,Medium
271.0,347.0,58.41268654356773,6.146228717636455,1,1.3244060646495974,8,6.2939244070129785,10.607630218084545,,plain,printed,powerloom,328981,3583,21.206549532359634,WH-A,Ramesh,Evening,26.380981885332645,50.901894779696036,Recheck,Low
203.0,264.0,96.02852771561977,0.7010814532739595,1,0.4231082312054202,4,29.528250874807263,3.3235141375426323,silk,plain,dyed,powerloom,686692,1123,53.342431571991526,WH-B,Suresh,Morning,27.82096664303457,42.61894136392151,Approved,High
128.0,184.0,38.54985618407552,0.8214726011798125,2,0.27984295614324894,2,38.615626813857695,4.986638464522043,silk,twill,dyed,powerloom,889020,3700,23.546287395727333,WH-C,Priya,Evening,33.45516596848316,79.36379112685185,Recheck,High
207.0,274.0,34.55657487700217,8.243243189036146,5,1.2900405253435208,3,5.170872094431506,3.787935461356244,polyester,satin,printed,powerloom,795370,354,6.179251487820908,WH-C,Anita,Morning,30.300985920677924,60.78723284192694,Approved,Medium
241.0,247.0,70.82268052553869,2.6969107705928312,3,1.3277659132392083,8,7.699183087554028,14.224800693999,wool,twill,printed,powerloom,764885,4095,15.972913234248715,WH-B,John,Night,39.24574312931496,48.86436191230902,Recheck,Medium
92.0,390.0,115.40508919452222,5.572360701923132,1,0.5956822715419304,11,9.466345042921908,13.613018056636182,cotton,twill,dyed,powerloom,200495,4401,42.037729481503725,WH-C,Anita,Night,33.07115237230412,65.19583216563517,OK,Low
87.0,116.0,99.53314610317277,8.102522169401997,4,0.6865718527209419,14,20.10247206222312,5.54752412865758,,satin,dyed,handloom,160977,4868,48.14814159153839,WH-B,Anita,Morning,41.06988493869082,74.74849521693538,Looks fine,Low
330.0,277.0,70.21929357887493,1.037240924340548,1,1.1786158911753264,5,24.433115952479746,14.272650337931157,silk,twill,printed,powerloom,238772,2902,40.77304873059789,WH-A,Ramesh,Evening,35.44346767244481,51.51912941617712,OK,High
185.0,98.0,64.69433572821688,4.5231028197929035,4,0.9871298515853166,7,23.30527740154361,8.06259241090803,cotton,satin,raw,handloom,570734,2137,41.65590490295536,WH-C,Priya,Morning,32.49404633939212,49.58619484325342,Approved,Medium
,102.0,64.21154013893832,4.363949011989073,5,0.2848518201713425,4,26.478187010755793,10.822300526971397,linen,plain,printed,powerloom,638362,2630,45.89238256075982,WH-C,John,Evening,26.483570605762143,86.70957873819117,Approved,High
272.0,391.0,116.88075074252963,8.267708189841105,3,0.2524273055108351,14,27.33949133257617,13.903476342432329,silk,plain,printed,powerloom,374762,3414,34.81969551230562,WH-A,Priya,Evening,21.754965348416604,43.296323581118614,OK,Low
134.0,270.0,94.6168215777263,2.0151155853173353,5,1.2654345926119428,4,30.529993366456782,14.18673905037307,linen,plain,printed,powerloom,820094,4665,18.637942048402188,WH-C,Suresh,Morning,40.109513178997474,52.09015590300645,Looks fine,High
155.0,167.0,27.660036555845615,0.8177658248133491,4,1.1906627626394728,6,14.310505409527487,9.023468531086142,silk,twill,dyed,handloom,805399,237,9.490757547008439,WH-C,Suresh,Morning,35.9711057267244,33.65711557622326,Minor issue,Medium
87.0,141.0,43.761341190327144,8.21861214106,3,1.0106232118808116,13,21.396089490952622,6.609930057463701,linen,satin,dyed,powerloom,980602,924,36.36060328782736,WH-C,Ramesh,Night,37.477732745405774,51.98999537737886,Approved,Low
142.0,177.0,45.19421606196158,2.789041292034179,5,0.8420986359340306,7,6.449954398685676,3.58479565523903,silk,,raw,powerloom,908966,3354,44.14461830486933,WH-A,John,Evening,27.765450479367768,87.56650150959135,Minor issue,Medium
276.0,181.0,100.32556993143756,4.842212391658527,5,1.1895896298278958,4,30.950972062620117,13.582665726462437,polyester,satin,raw,handloom,591803,2829,34.17453526559951,WH-B,John,Night,31.47905073455865,39.56016762612166,Approved,High
316.0,,63.525069951524976,6.576552077937636,1,0.7417831709189052,6,37.40644690897743,9.812665275035481,wool,satin,raw,handloom,947919,1304,39.712005766117436,WH-A,John,Evening,24.96306555113534,58.98294241220029,Looks fine,Medium
104.0,323.0,79.14279470549124,0.5233696012333391,2,0.1694206099298628,5,10.103647103683043,14.91002970595039,cotton,twill,dyed,powerloom,219133,4420,9.581245553023003,WH-A,Priya,Morning,24.090754745141698,51.73966293514107,Approved,High
204.0,248.0,38.206153847298665,2.3093997987638333,4,0.48567956987764016,1,29.134526582636195,11.485800547927186,wool,twill,raw,handloom,624309,4328,14.572379499881688,WH-C,Ramesh,Morning,33.918268245297575,55.120567589888616,Approved,High
347.0,267.0,26.804648011751787,9.875471348298063,1,1.2433360246496772,0,29.939833300946542,6.221023562325572,polyester,plain,printed,handloom,642985,2683,13.731841814886678,WH-C,Priya,Morning,22.914825065822537,34.435223202654676,OK,Medium
191.0,294.0,55.659192708639594,2.5591156598049056,4,0.964079876326751,6,10.3409968195425,13.821546569248756,wool,twill,raw,handloom,949457,3466,7.452878718741493,WH-C,Suresh,Night,31.34572962275582,82.40061882271121,Approved,Medium
117.0,284.0,36.900613220151264,7.205793980170249,4,1.4559818811843666,3,30.166392029857718,7.026016680914803,polyester,twill,printed,handloom,754045,2618,51.66351306117506,WH-B,Anita,Morning,22.901799726986965,82.15029510374175,Looks fine,Medium
234.0,399.0,90.70018497658148,4.78996647332245,5,1.2209222810256575,10,13.454774139475521,14.369849137822268,linen,twill,dyed,powerloom,819449,2164,15.583725933857027,WH-B,John,Night,27.290834599631133,61.726698028068554,Approved,Medium
282.0,160.0,106.71491086551222,7.034046021353082,3,0.8780177603328446,5,32.93944538138267,9.448446123293007,polyester,twill,dyed,powerloom,391592,4619,5.383246466960698,WH-B,Ramesh,Morning,20.618497125755706,33.63010807022478,Looks fine,High
317.0,296.0,37.17023694191565,7.546117434610992,4,0.33161810543957865,14,39.83140061813962,8.11480776239348,silk,satin,raw,handloom,738014,1394,24.413700650318834,WH-C,Suresh,Night,36.23078151118145,73.7394161660142,Minor issue,Low
85.0,286.0,95.45917493850112,0.5573913148847273,5,0.7715165323819599,10,37.378018432887956,10.886593105537173,polyester,plain,printed,handloom,679850,2284,46.76659502248783,WH-A,Priya,Night,36.993817318271674,89.75323332804649,Looks fine,High
153.0,242.0,39.886367618448574,4.003763500313475,2,0.33784805395902706,0,32.539225372347715,14.006686104790269,cotton,plain,printed,handloom,817510,436,42.065816404790574,WH-B,Ramesh,Morning,41.343587645721655,80.71643749745627,Recheck,High
82.0,156.0,41.43618957582032,2.1679080216925075,2,0.299775247497406,1,5.827140844264501,4.447579656080332,polyester,twill,printed,handloom,646810,3474,10.832723672420503,WH-A,Ramesh,Night,27.399108013112563,67.17160656666078,Looks fine,Medium
194.0,181.0,68.48566753897944,5.230721349128955,5,1.2070028304657678,8,6.231387983579193,12.380829698120014,silk,twill,printed,powerloom,737780,113,8.622724015916852,WH-C,Suresh,Night,39.1087826818558,52.55386330483078,Minor issue,Medium
244.0,336.0,,2.976980831671335,1,0.15398624056320265,6,27.852055575149695,8.22352802334543,polyester,twill,printed,handloom,827485,4285,26.039120197898853,WH-B,Suresh,Evening,39.137968446777606,48.462859423590245,Recheck,Medium
184.0,94.0,96.6353313769186,9.783544920842425,4,0.31208778035515683,13,31.05435535465925,4.667215242115784,silk,twill,raw,handloom,658921,4973,12.55785844029657,WH-A,Suresh,Morning,32.083905439977414,57.11112671294069,Approved,Low
133.0,124.0,39.1296393472483,7.697860723687992,5,1.320736408707818,5,37.73730652897492,10.709956732199334,cotton,,dyed,handloom,698656,639,27.36709348259175,WH-B,John,Evening,38.78270437465916,63.84502156258011,Minor issue,Medium
190.0,343.0,100.95364334643735,4.3872975168484185,2,0.7168950575676909,1,7.18004482018771,5.771316052849102,cotton,plain,printed,powerloom,408670,996,52.091256352737275,WH-C,John,Morning,26.757038159330563,60.86851369925032,OK,High
133.0,111.0,63.57667057831912,6.0167576376339555,4,0.8567164347425207,3,27.928088164830935,10.547291755885196,cotton,satin,dyed,powerloom,420636,1475,14.865463819858572,WH-A,Suresh,Morning,33.2828175394618,47.67463652878119,Looks fine,High
182.0,120.0,79.78547834443198,2.345605335634147,1,0.7464261567970565,3,37.9594338943412,11.552430464165155,wool,twill,dyed,powerloom,356227,3418,50.705018409520875,WH-B,Ramesh,Night,29.885802968639524,89.16693723524001,OK,High
,354.0,,5.3650394883673975,4,1.1439808125376802,12,15.23265447360471,5.212381611506783,silk,twill,dyed,powerloom,348739,1535,38.629096523575846,WH-B,Suresh,Night,38.45906649126773,48.847199130193374,Approved,Low
198.0,213.0,27.032026541994234,8.726061354093448,3,0.5247410725485462,7,11.345903469168789,7.182039376948087,linen,twill,printed,handloom,289399,1403,40.41582257290188,WH-B,John,Morning,39.217970342097516,41.91004149076452,Looks fine,Low
127.0,249.0,81.9939423059173,2.0078207865174913,1,0.7420848445415492,13,26.88164116967016,10.916279197119053,cotton,plain,dyed,powerloom,109406,3562,6.260407296929807,WH-B,John,,20.237151489151497,67.24937299207707,Looks fine,Low
252.0,216.0,66.54721139638465,2.2336746983096942,5,0.7975185738282926,0,30.78788057469075,13.236389192301676,cotton,satin,raw,handloom,969329,3147,32.69994913440038,WH-A,Priya,Evening,32.978772380018796,59.88025540312425,Approved,High
223.0,118.0,84.64673373503658,,5,1.2525678050762103,8,38.05843593245271,9.193878674841596,linen,plain,raw,handloom,187445,3755,16.88783595015667,WH-C,John,Evening,40.7871772955039,75.6060330147084,Looks fine,High
281.0,336.0,23.315020616089434,6.817556712965978,2,1.3896309529981163,5,31.651611205924365,10.92466782670357,silk,satin,raw,powerloom,194245,4313,37.40468213338735,WH-C,Ramesh,Evening,37.20888500794533,57.888693573721724,OK,Medium
136.0,347.0,88.53322921492259,1.3265630960334802,3,0.20988443583545474,6,34.58780696145233,12.31724274190655,wool,,dyed,powerloom,146883,4239,15.017113434133044,WH-A,Ramesh,Morning,41.806108137850195,53.377123271910406,OK,High
317.0,184.0,83.5676544489436,7.185669668402691,1,0.2892751274043825,6,9.929173700592319,3.960511209994037,polyester,twill,dyed,handloom,976096,2254,8.665222718104534,WH-B,Suresh,Evening,31.1193847819986,88.14726882930918,Minor issue,Medium
,152.0,89.91333012558668,2.121672212688924,3,0.946781717927966,6,39.85831200095965,7.802805860723829,wool,satin,dyed,powerloom,143047,2257,23.401040267108655,WH-A,Ramesh,Morning,42.76514086229713,65.15066375109592,Recheck,High
,106.0,108.20670502744474,2.4920532953371977,2,1.023949169945675,5,35.06044499284719,14.010419620871772,linen,twill,raw,powerloom,227462,3408,10.284172677335217,WH-A,John,Evening,34.059966400082956,33.66241550371728,Approved,High
261.0,296.0,60.82255378235385,3.4743921088955374,1,0.6062726230551602,14,31.237945211899856,8.120779058781237,silk,twill,dyed,handloom,203115,1323,31.969891876184697,WH-B,John,Evening,28.60111541695398,89.48307620887583,Recheck,Low
137.0,378.0,22.853974096313436,3.1964221647735727,4,0.3476114361980126,6,36.7216799529413,9.045093172117454,polyester,twill,printed,powerloom,535961,4363,55.46412854657937,WH-A,Suresh,Night,28.939129579588624,44.29585071567698,Approved,Medium
204.0,297.0,112.89714840412366,5.154905743746656,2,1.1634185401344626,6,39.35829974102106,11.517094314737662,cotton,satin,printed,powerloom,600573,2117,36.7470217414617,WH-A,Priya,Evening,26.368423008889486,37.42503483021587,Minor issue,High
274.0,263.0,81.30945316531185,7.034119221128408,1,1.308905114941367,8,8.521410822851127,10.304415770546107,,satin,raw,handloom,456676,4207,48.15344242264414,WH-A,Priya,Evening,34.84012835390948,87.73771111105461,OK,Low
335.0,372.0,55.2037517995592,,5,0.68169145846392,13,5.53552487989875,10.795607414327792,wool,satin,raw,powerloom,362347,116,58.46587235789139,WH-A,Ramesh,Night,33.918849632966655,33.809762737675754,Approved,Low
233.0,345.0,35.11213331482031,8.222747077022545,2,0.2333049616159285,9,21.994682359029976,13.97928727045999,wool,plain,dyed,handloom,952977,846,40.98570106344905,WH-A,John,Morning,22.332311340378485,33.955634566719766,Recheck,Low
204.0,296.0,98.62410191723264,0.6969139508707335,1,0.631010764161665,4,34.37540915183192,11.68381120182251,linen,twill,dyed,handloom,752850,4529,36.44215583210845,WH-C,John,Morning,23.554268556165592,81.17191945574665,Looks fine,High
106.0,391.0,44.87521079327035,,3,0.5625085669905673,4,21.827202681488554,10.356077566429818,wool,plain,raw,handloom,149316,3822,19.33912727201733,WH-A,Priya,Night,38.39562964374433,42.64700612916527,Minor issue,Medium
305.0,92.0,76.64813144771998,7.578420690276634,5,1.1913240072114093,11,19.538856104953453,8.508533139417324,polyester,,dyed,powerloom,896711,4331,56.81015618109518,WH-B,Anita,Night,36.05933755822748,88.47779762670325,Looks fine,Low
233.0,300.0,77.89844954622279,3.388740147331187,2,1.2251591838102287,11,24.360833109776628,5.337726209135745,linen,satin,printed,handloom,738180,692,29.529780838954657,WH-C,Anita,Evening,29.81415275984155,59.142841843420726,Minor issue,Medium
212.0,,67.33657586782925,4.694792265352292,4,1.0915332551366055,4,33.90805265103034,5.776718130482516,cotton,twill,raw,powerloom,923384,4498,27.25800898027171,WH-A,Anita,Night,42.016196247825846,43.16170315832954,Recheck,High
155.0,364.0,44.95874833331155,5.187237273459135,5,1.4401182604070446,4,6.465587608663041,12.34604052331504,wool,twill,dyed,handloom,177741,1807,49.14170347432385,WH-C,Ramesh,Morning,23.849893811897704,69.0308021011974,Minor issue,Medium
193.0,182.0,96.89974472617698,8.099901237470348,2,0.19935987549674186,3,32.389702443720196,14.17806917597586,wool,twill,raw,handloom,773287,1209,49.64033645390864,WH-A,Suresh,Evening,33.982542132868204,68.3950305937397,Minor issue,High
130.0,351.0,106.36219971609108,8.583895560319752,2,0.8075948502518413,3,37.27373699353346,14.17889663308667,linen,twill,dyed,powerloom,993417,4261,56.215020617039,WH-B,John,Night,39.833062431181,84.14861732527214,Recheck,High
183.0,175.0,36.363046479790086,0.8142929328740427,1,1.2646231207765,5,37.529749523878664,13.523769780100064,silk,twill,printed,handloom,678333,4782,37.43695310327821,WH-A,Anita,Morning,36.024426807815615,88.88567436196195,Minor issue,Low
226.0,273.0,25.789341064652824,6.191203771896007,1,0.9966312721495704,4,38.61013295975325,3.271647367005797,wool,plain,dyed,powerloom,432708,4419,49.01991710876237,WH-C,Anita,Morning,40.736936107326535,89.90274445300315,OK,Medium
283.0,208.0,68.80695170628417,4.366207980175563,4,0.3006427981792392,8,13.351948029878708,4.097552348623898,polyester,plain,printed,powerloom,508939,1813,57.88404505439562,WH-B,John,Morning,25.548723105954707,63.1355509614893,OK,Medium
142.0,332.0,82.72356969346744,4.482753126891283,2,0.6483805371976565,11,39.375205535911405,10.777129891000431,wool,satin,dyed,handloom,804839,3720,46.861579086826985,WH-B,Ramesh,Evening,40.353729255369764,32.90087963755019,Looks fine,Medium
234.0,178.0,16.54723146405961,7.541970690060105,4,0.6309947392329192,11,36.707235761085286,8.25394088646763,silk,plain,raw,powerloom,956531,2380,30.805723975856843,WH-C,Suresh,Night,31.775923064997862,80.43405792298454,Approved,Low
135.0,,106.08935157721363,6.1403614960460065,3,0.7013553649095214,1,33.66755270357497,3.0259622221481397,cotton,satin,raw,powerloom,311702,712,16.907148784921187,WH-B,Suresh,Evening,34.834317434818594,50.23627105768263,Recheck,High
228.0,398.0,52.983951245393804,3.6803281340221172,1,0.6739597954082802,1,23.894280409438792,4.98166817435862,silk,twill,printed,handloom,500797,3958,9.255467394672793,WH-A,Suresh,Night,28.65595425001655,87.19794239271282,Looks fine,High
253.0,331.0,72.79178630346482,2.002554434640646,3,1.2967232109758842,1,14.892270708506008,4.205190711065077,cotton,plain,raw,powerloom,587044,3431,40.92518817573085,WH-B,Priya,Night,26.979516131553815,74.66203818207197,Recheck,High
255.0,199.0,59.09168838698837,1.3275331069953644,4,1.3368385884443097,6,10.529685115782447,4.959285838336969,wool,satin,raw,handloom,213729,1693,16.831546391406754,WH-C,Anita,Night,41.104531838961115,43.843640290094605,Recheck,High
239.0,262.0,42.32254247332665,7.382809863195207,1,1.0002923377895008,0,26.28794818494339,4.277744386903804,polyester,satin,dyed,handloom,544950,1466,19.875412481789223,WH-B,John,Evening,44.80456865714453,62.450774092378175,Looks fine,Medium
324.0,308.0,76.92867270008986,5.116281694201644,5,0.3996187758878951,5,16.251286401799053,14.173968980650475,polyester,,raw,powerloom,962856,833,36.5990434533019,WH-A,Anita,Evening,42.041692416208946,51.73146476608164,Minor issue,High
160.0,263.0,43.83592240805481,1.241644163024652,1,1.4557479588207185,13,25.27590948637475,5.786340381760411,wool,twill,raw,handloom,211690,1286,8.299872783221677,WH-A,John,Evening,40.22259637592927,61.00736644514214,Recheck,Low
218.0,127.0,67.36822736370078,5.774936117983056,1,0.7388277549401397,1,9.776065464752367,3.1865131884990423,,plain,printed,powerloom,217222,3824,22.0103547536176,WH-A,Ramesh,Night,25.868775980852078,80.0122883124182,Approved,Medium
291.0,247.0,93.33844060064352,9.547747185036087,4,1.081980423167461,1,17.56020871373174,6.651656684038761,,,printed,powerloom,357210,1919,12.954475780674086,WH-C,Anita,Morning,37.88230738661897,56.91995955073813,OK,High
179.0,133.0,100.65207587061272,0.9386328561141245,5,0.9122056379336282,3,24.814718631455285,12.331449599204783,polyester,satin,raw,powerloom,594376,2138,53.11673813733304,WH-C,Priya,Night,23.554206173218667,83.15784791182897,OK,High
219.0,238.0,25.04223998729676,5.806279153465495,4,0.9225893694279929,8,33.83149611143297,3.7595637355201585,polyester,twill,printed,handloom,410342,2792,44.93247716584773,WH-A,Ramesh,,44.08244308097807,78.02495792670314,Recheck,Low
